plant,plant_fam,poll,poll_order,poll_fam
Antennaria plantaginifolia,Compositae,Oxystoglossa similis,Hymenoptera,Halictidae
Antennaria plantaginifolia,Compositae,Pachyophthalmus signatus,Diptera,Tachinidae
Antennaria plantaginifolia,Compositae,Paragus bicolor,Diptera,Syrphidae
Antennaria plantaginifolia,Compositae,Paragus tibialis,Diptera,Syrphidae
Antennaria plantaginifolia,Compositae,Parandrena andrenoides,Hymenoptera,Andrenidae
Antennaria plantaginifolia,Compositae,Phor integer,Hymenoptera,Nomadidae
Antennaria plantaginifolia,Compositae,Phorbia acra,Diptera,Anthomyidae
Antennaria plantaginifolia,Compositae,Phorbia platura,Diptera,Anthomyidae
Antennaria plantaginifolia,Compositae,Platychirus hyperboreus,Diptera,Syrphidae
Antennaria plantaginifolia,Compositae,Platychirus quadratus,Diptera,Syrphidae
Antennaria plantaginifolia,Compositae,Pseudopyrellia cornicina,Diptera,Muscidae
Antennaria plantaginifolia,Compositae,Rhamphomyia priapulus,Diptera,Empididae
Antennaria plantaginifolia,Compositae,Sarcophaga cimbicis,Diptera,Sarcophagidae
Antennaria plantaginifolia,Compositae,Seladonia fasciata,Hymenoptera,Halictidae
Antennaria plantaginifolia,Compositae,Sphaerophoria cylindrica,Diptera,Syrphidae
Antennaria plantaginifolia,Compositae,Sphecodes minor,Hymenoptera,Sphecodiniidae
Antennaria plantaginifolia,Compositae,Sphecodium cressonii,Hymenoptera,Andrenidae
Antennaria plantaginifolia,Compositae,Thanaos brizo,Lepidoptera,Hesperiidae
Antennaria plantaginifolia,Compositae,Thanaos juvenalis,Lepidoptera,Hesperiidae
Antennaria plantaginifolia,Compositae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Antennaria plantaginifolia,Compositae,Trachandrena forbesii,Hymenoptera,Andrenidae
Antennaria plantaginifolia,Compositae,Vanessa huntera,Lepidoptera,Nymphalidae
Antennaria plantaginifolia,Compositae,Xanthidium luteolum,Hymenoptera,Nomadidae
Antennaria plantaginifolia,Compositae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Anthemis cotula,Compositae,Chloralictus sparsus,Hymenoptera,Halictidae
Anthemis cotula,Compositae,Halictus lerouxii,Hymenoptera,Halictidae
Anthemis cotula,Compositae,Odontalictus ligatus,Hymenoptera,Halictidae
Anthemis cotula,Compositae,Oncomyia loraria,Diptera,Conopidae
Anthemis cotula,Compositae,Oxystoglossa similis,Hymenoptera,Halictidae
Anthemis cotula,Compositae,Parempis clausa,Diptera,Empididae
Anthemis cotula,Compositae,Seladonia fasciata,Hymenoptera,Halictidae
Apios tuberosa,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Apios tuberosa,Leguminosae,Megachile mendica,Hymenoptera,Megachilidae
Apocynum androsaemifolium,Apocynaceae,Centrias americanus,Hymenoptera,Nomadidae
Apocynum androsaemifolium,Apocynaceae,Chloralictus versatus,Hymenoptera,Halictidae
Apocynum androsaemifolium,Apocynaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Apocynum androsaemifolium,Apocynaceae,Graphomyia americana,Diptera,Muscidae
Apocynum androsaemifolium,Apocynaceae,Linnaemyia compta,Diptera,Tachinidae
Apocynum androsaemifolium,Apocynaceae,Lucilia sylvarum,Diptera,Muscidae
Apocynum androsaemifolium,Apocynaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Apocynum androsaemifolium,Apocynaceae,Oxystoglossa similis,Hymenoptera,Halictidae
Apocynum androsaemifolium,Apocynaceae,Phorbia acra,Diptera,Anthomyidae
Apocynum androsaemifolium,Apocynaceae,Prosopis sayi,Hymenoptera,Prosopididae
Apocynum androsaemifolium,Apocynaceae,Sphex vulgaris,Hymenoptera,Sphecidae
Apocynum androsaemifolium,Apocynaceae,Trichophora ruficauda,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Agapostemon radiatus,Hymenoptera,Halictidae
Apocynum cannabinum,Apocynaceae,Allograpta obliqua,Diptera,Syrphidae
Apocynum cannabinum,Apocynaceae,Anthrax alternata,Diptera,Bombyliidae
Apocynum cannabinum,Apocynaceae,Apis mellifera,Hymenoptera,Apidiae
Apocynum cannabinum,Apocynaceae,Archytas analis,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Argynnis cybele,Lepidoptera,Nymphalidae
Apocynum cannabinum,Apocynaceae,Astatus unicolor,Hymenoptera,Larridae
Apocynum cannabinum,Apocynaceae,Augochlora viridula,Hymenoptera,Halictidae
Apocynum cannabinum,Apocynaceae,Bicyrtes ventralis,Hymenoptera,Bembicidae
Apocynum cannabinum,Apocynaceae,Bombylius atriceps,Diptera,Bombyliidae
Apocynum cannabinum,Apocynaceae,Centrias americanus,Hymenoptera,Nomadidae
Apocynum cannabinum,Apocynaceae,Chelostomoides rufimanus,Hymenoptera,Megachilidae
Apocynum cannabinum,Apocynaceae,Chloralictus versatus,Hymenoptera,Halictidae
Apocynum cannabinum,Apocynaceae,Cistogaster occidua,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Coelioxys 8-dentata,Hymenoptera,Megachilidae
Apocynum cannabinum,Apocynaceae,Colletes aestivalis,Hymenoptera,Colletidae
Apocynum cannabinum,Apocynaceae,Colletes productus,Hymenoptera,Colletidae
Apocynum cannabinum,Apocynaceae,Compsomyia macellaria,Diptera,Muscidae
Apocynum cannabinum,Apocynaceae,Eristalis dimidiatus,Diptera,Syrphidae
Apocynum cannabinum,Apocynaceae,Helicobia helicis,Diptera,Sarcophagidae
Apocynum cannabinum,Apocynaceae,Helophilus laetus,Diptera,Syrphidae
Apocynum cannabinum,Apocynaceae,Holonomada affabilis,Hymenoptera,Nomadidae
Apocynum cannabinum,Apocynaceae,Isodontia apicalis,Hymenoptera,Sphecidae
Apocynum cannabinum,Apocynaceae,Leionotus foraminatus,Hymenoptera,Eumenidae
Apocynum cannabinum,Apocynaceae,Limnophora narona,Diptera,Anthomyidae
Apocynum cannabinum,Apocynaceae,Linnaemyia compta,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Lygaeus turcicus,Hemiptera,Lygaeidae
Apocynum cannabinum,Apocynaceae,Lygus pratensis,Hemiptera,Capsidae
Apocynum cannabinum,Apocynaceae,Macropis steironematis,Hymenoptera,Macropididae
Apocynum cannabinum,Apocynaceae,Microstelis lateralis,Hymenoptera,Stelididae
Apocynum cannabinum,Apocynaceae,Ocyptera tenuis,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Apocynum cannabinum,Apocynaceae,Parempis clausa,Diptera,Empididae
Apocynum cannabinum,Apocynaceae,Phorbia acra,Diptera,Anthomyidae
Apocynum cannabinum,Apocynaceae,Phormia regina,Diptera,Muscidae
Apocynum cannabinum,Apocynaceae,Priononyx atrata,Hymenoptera,Sphecidae
Apocynum cannabinum,Apocynaceae,Priononyx thomae,Hymenoptera,Sphecidae
Apocynum cannabinum,Apocynaceae,Prosopis ziziae,Hymenoptera,Prosopididae
Apocynum cannabinum,Apocynaceae,Sciara atrata,Diptera,Mycetophilidae
Apocynum cannabinum,Apocynaceae,Seladonia fasciata,Hymenoptera,Halictidae
Apocynum cannabinum,Apocynaceae,Spallanzania hesperidarum,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Sphaerophoria cylindrica,Diptera,Syrphidae
Apocynum cannabinum,Apocynaceae,Sphex vulgaris,Hymenoptera,Sphecidae
Apocynum cannabinum,Apocynaceae,Thecla calanus,Lepidoptera,Lycaenidae
Apocynum cannabinum,Apocynaceae,Trichius piger,Coleoptera,Scarabaeidae
Apocynum cannabinum,Apocynaceae,Trichophora ruficauda,Diptera,Tachinidae
Apocynum cannabinum,Apocynaceae,Tropidia mamillata,Diptera,Syrphidae
Apocynum cannabinum,Apocynaceae,Tropidia quadrata,Diptera,Syrphidae
Aquilegia canadensis,Ranunculaceae,Trochilus colubris,Aves,Trochilidae
Arabis dentata,Cruciferae,Agapostemon radiatus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Andrena carlini,Hymenoptera,Andrenidae
Arabis dentata,Cruciferae,Andrena geranii,Hymenoptera,Andrenidae
Arabis dentata,Cruciferae,Andrena nasonii,Hymenoptera,Andrenidae
Arabis dentata,Cruciferae,Apis mellifera,Hymenoptera,Apidiae
Arabis dentata,Cruciferae,Augochlora viridula,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Bombias separatus,Hymenoptera,Bombidae
Arabis dentata,Cruciferae,Bombus impatiens,Hymenoptera,Bombidae
Arabis dentata,Cruciferae,Bombylius major,Diptera,Bombyliidae
Arabis dentata,Cruciferae,Ceratina dupla,Hymenoptera,Ceratinidae
Arabis dentata,Cruciferae,Chloralictus caeruleus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Chloralictus obscurus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Chloralictus sparsus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Chloralictus tegularis,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Chloralictus versatus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Chloralictus zephyrus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Curtisapis coriacea,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Empis humilis,Diptera,Empididae
Arabis dentata,Cruciferae,Empis nuda,Diptera,Empididae
Arabis dentata,Cruciferae,Evylaeus 4-maculatus,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Evylaeus foxii,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Evylaeus pectoralis,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Gnathias cuneatus,Hymenoptera,Nomadidae
Arabis dentata,Cruciferae,Gnathias ovatus,Hymenoptera,Nomadidae
Arabis dentata,Cruciferae,Gnathias xanthoparius,Hymenoptera,Nomadidae
Arabis dentata,Cruciferae,Halictus lerouxii,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Leionotus foraminatus,Hymenoptera,Eumenidae
Arabis dentata,Cruciferae,Mesogramma geminata,Diptera,Syrphidae
Arabis dentata,Cruciferae,Opandrena cressonii,Hymenoptera,Andrenidae
Arabis dentata,Cruciferae,Opandrena miserabilis,Hymenoptera,Andrenidae
Arabis dentata,Cruciferae,Opandrena personata,Hymenoptera,Andrenidae
Arabis dentata,Cruciferae,Osmia atriventris,Hymenoptera,Megachilidae
Arabis dentata,Cruciferae,Osmia pumila,Hymenoptera,Megachilidae
Arabis dentata,Cruciferae,Oxystoglossa confusa,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Oxystoglossa pura,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Oxystoglossa similis,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Pachymeria pudica,Diptera,Empididae
Arabis dentata,Cruciferae,Prosopis sayi,Hymenoptera,Prosopididae
Arabis dentata,Cruciferae,Proteraner ranunculi,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Sapyga centrata,Hymenoptera,Sapygidae
Arabis dentata,Cruciferae,Seladonia fasciata,Hymenoptera,Halictidae
Arabis dentata,Cruciferae,Siphona geniculata,Diptera,Tachinidae
Arabis dentata,Cruciferae,Syrphus americanus,Diptera,Syrphidae
Arabis dentata,Cruciferae,Syrphus ribesii,Diptera,Syrphidae
Arabis dentata,Cruciferae,Syrphus torvus,Diptera,Syrphidae
Arabis dentata,Cruciferae,Tetralonia belfragei,Hymenoptera,Euceridae
Arabis dentata,Cruciferae,Xanthidium luteolum,Hymenoptera,Nomadidae
Arabis dentata,Cruciferae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Arabis laevigata,Cruciferae,Allograpta obliqua,Diptera,Syrphidae
Arabis laevigata,Cruciferae,Andrena arabis,Hymenoptera,Andrenidae
Arabis laevigata,Cruciferae,Andrena nasonii,Hymenoptera,Andrenidae
Arabis laevigata,Cruciferae,Ceratina dupla,Hymenoptera,Ceratinidae
Arabis laevigata,Cruciferae,Chloralictus obscurus,Hymenoptera,Halictidae
Arabis laevigata,Cruciferae,Chloralictus versatus,Hymenoptera,Halictidae
Arabis laevigata,Cruciferae,Evylaeus 4-maculatus,Hymenoptera,Halictidae
Arabis laevigata,Cruciferae,Gnathias ovatus,Hymenoptera,Nomadidae
Arabis laevigata,Cruciferae,Osmia pumila,Hymenoptera,Megachilidae
Arabis laevigata,Cruciferae,Oxystoglossa confusa,Hymenoptera,Halictidae
Arabis laevigata,Cruciferae,Oxystoglossa pura,Hymenoptera,Halictidae
Arabis laevigata,Cruciferae,Siphona geniculata,Diptera,Tachinidae
Arabis laevigata,Cruciferae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Arabis virginica,Cruciferae,Agapostemon radiatus,Hymenoptera,Halictidae
Arabis virginica,Cruciferae,Anthomyiella pluvialis,Diptera,Anthomyidae
Arabis virginica,Cruciferae,Chloralictus versatus,Hymenoptera,Halictidae
Arabis virginica,Cruciferae,Chloralictus zephyrus,Hymenoptera,Halictidae
Arabis virginica,Cruciferae,Gnathias ovatus,Hymenoptera,Nomadidae
Arabis virginica,Cruciferae,Halictus lerouxii,Hymenoptera,Halictidae
Arabis virginica,Cruciferae,Opandrena cressonii,Hymenoptera,Andrenidae
Arabis virginica,Cruciferae,Opandrena miserabilis,Hymenoptera,Andrenidae
Arabis virginica,Cruciferae,Oxystoglossa confusa,Hymenoptera,Halictidae
Arabis virginica,Cruciferae,Oxystoglossa similis,Hymenoptera,Halictidae
Arabis virginica,Cruciferae,Seladonia fasciata,Hymenoptera,Halictidae
Arctium minus,Compositae,Agapostemon radiatus,Hymenoptera,Euceridae
Arctium minus,Compositae,Anthemois centuncularis,Hymenoptera,Megachilidae
Arctium minus,Compositae,Apis mellifera,Hymenoptera,Apidiae
Arctium minus,Compositae,Bombus americanorum,Hymenoptera,Bombidae
Arctium minus,Compositae,Bombus consimilis,Hymenoptera,Bombidae
Arctium minus,Compositae,Bombus impatiens,Hymenoptera,Bombidae
Arctium minus,Compositae,Ceratina dupla,Hymenoptera,Ceratinidae
Arctium minus,Compositae,Chloralictus sparsus,Hymenoptera,Halictidae
Arctium minus,Compositae,Eristalis tenax,Diptera,Syrphidae
Arctium minus,Compositae,Eurymus philodice,Lepidoptera,Papilionidae
Arctium minus,Compositae,Exoprosopa fasciata,Diptera,Bombyliidae
Arctium minus,Compositae,Halictus lerouxii,Hymenoptera,Halictidae
Arctium minus,Compositae,Hesperia montivaga,Lepidoptera,Hesperiidae
Arctium minus,Compositae,Limochores taumas,Lepidoptera,Hesperiidae
Arctium minus,Compositae,Melissodes bimaculata,Hymenoptera,Euceridae
Arctium minus,Compositae,Melissodes vernoniana,Hymenoptera,Euceridae
Arctium minus,Compositae,Odontalictus ligatus,Hymenoptera,Halictidae
Arctium minus,Compositae,Pieris rapae,Lepidoptera,Papilionidae
Arctium minus,Compositae,Sayapis sayi,Hymenoptera,Megachilidae
Arisaema triphyllum,Araceae,Coriscus ferus,Hemiptera,Nabidae
Arisaema triphyllum,Araceae,Diptera sp. 1,Diptera,Nematocera
Arisaema triphyllum,Araceae,Diptera sp. 2,Diptera,Nematocera
Arisaema triphyllum,Araceae,Diptera sp. 3,Diptera,Nematocera
Arisaema triphyllum,Araceae,Diptera sp. 4,Diptera,Nematocera
Arisaema triphyllum,Araceae,Diptera sp. 5,Diptera,Nematocera
Arisaema triphyllum,Araceae,Diptera sp. 6,Diptera,Nematocera
Arisaema triphyllum,Araceae,Diptera sp. 7,Diptera,Nematocera
Aristolochia tomentosa,Aristolochiaceae,Canifa pallipes,Coleoptera,Melandryidae
Aristolochia tomentosa,Aristolochiaceae,Ceratopogon websteri,Diptera,Chironomidae
Aristolochia tomentosa,Aristolochiaceae,Phora fungicola,Diptera,Phoridae
Aristolochia tomentosa,Aristolochiaceae,Sciara atrata,Diptera,Mycetophilidae
Aristolochia tomentosa,Aristolochiaceae,Sciara vulgaris,Diptera,Mycetophilidae
Aruncus sylvester,Rosaceae,Acmaeops directa,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Agapostemon radiatus,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Allograpta obliqua,Diptera,Syrphidae
Aruncus sylvester,Rosaceae,Anacrabro ocellatus,Hymenoptera,Crabronidae
Aruncus sylvester,Rosaceae,Andrena platyparia,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Andrena pruni,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Anthocomus erichsoni,Coleoptera,Melachidae
Aruncus sylvester,Rosaceae,Anthrenus musaeorum,Coleoptera,Dermestidae
Aruncus sylvester,Rosaceae,Asclera puncticollis,Coleoptera,Oedemeridae
Aruncus sylvester,Rosaceae,Attalus scincetus,Coleoptera,Melachidae
Aruncus sylvester,Rosaceae,Blepharipus harringtonii,Hymenoptera,Crabronidae
Aruncus sylvester,Rosaceae,Bruchus hibisci,Coleoptera,Bruchidae
Aruncus sylvester,Rosaceae,Centrias americanus,Hymenoptera,Nomadidae
Aruncus sylvester,Rosaceae,Centrinus picumnus,Coleoptera,Curculionidae
Aruncus sylvester,Rosaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Aruncus sylvester,Rosaceae,Chilosia pallipes,Diptera,Syrphidae
Aruncus sylvester,Rosaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Chloralictus tegularis,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Chloralictus versatus,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Chrysogaster nigripes,Diptera,Syrphidae
Aruncus sylvester,Rosaceae,Cryptorhopalum haemorrhoidale,Coleoptera,Dermestidae
Aruncus sylvester,Rosaceae,Cryptorhopalum triste,Coleoptera,Dermestidae
Aruncus sylvester,Rosaceae,Curtisapis coriacea,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Disonycha limbicollis,Coleoptera,Chrysomelidae
Aruncus sylvester,Rosaceae,Empis distans,Diptera,Empididae
Aruncus sylvester,Rosaceae,Epigrimyia floridensis,Diptera,Tachinidae
Aruncus sylvester,Rosaceae,Epurea labilis,Coleoptera,Nitidulidae
Aruncus sylvester,Rosaceae,Epurea truncatella,Coleoptera,Nitidulidae
Aruncus sylvester,Rosaceae,Euderces picipes,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Eumenes fraternus,Hymenoptera,Eumenidae
Aruncus sylvester,Rosaceae,Evylaeus arcuatus,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Evylaeus foxii,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Gnathias cuneatus,Hymenoptera,Nomadidae
Aruncus sylvester,Rosaceae,Gnathias ovatus,Hymenoptera,Nomadidae
Aruncus sylvester,Rosaceae,Holonomada affabilis,Hymenoptera,Nomadidae
Aruncus sylvester,Rosaceae,Leptura exigua,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Leptura pubera,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Leptura vittata,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Lopidea media,Hemiptera,Capsidae
Aruncus sylvester,Rosaceae,Melyris cribrata,Coleoptera,Melachidae
Aruncus sylvester,Rosaceae,Molorchus bimaculatus,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Mordella marginata,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Mordellistena aspersa,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Mordellistena biplagiata,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Mordellistena lutea,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Mordellistena ornata,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Mordellistena pubescens,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Neotrypetes truncatus,Hymenoptera,Megachilidae
Aruncus sylvester,Rosaceae,Notoglossa frontalis,Hymenoptera,Oxybelidae
Aruncus sylvester,Rosaceae,Opandrena cressonii,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Opandrena personata,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Opandrena serotina,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Orphilus glabratus,Coleoptera,Dermestidae
Aruncus sylvester,Rosaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Oxystoglossa pura,Hymenoptera,Halictidae
Aruncus sylvester,Rosaceae,Pentaria trifasciata,Coleoptera,Mordellidae
Aruncus sylvester,Rosaceae,Phytomyza palpalis,Diptera,Agromyzidae
Aruncus sylvester,Rosaceae,Prosopis illinoensis,Hymenoptera,Prosopididae
Aruncus sylvester,Rosaceae,Prosopis pygmaea,Hymenoptera,Prosopididae
Aruncus sylvester,Rosaceae,Prosopis saniculae,Hymenoptera,Prosopididae
Aruncus sylvester,Rosaceae,Prosopis sayi,Hymenoptera,Prosopididae
Aruncus sylvester,Rosaceae,Prosopis ziziae,Hymenoptera,Prosopididae
Aruncus sylvester,Rosaceae,Seracosomus silaceus,Coleoptera,Elateridae
Aruncus sylvester,Rosaceae,Siphonella cinerea,Diptera,Oscinidae
Aruncus sylvester,Rosaceae,Sphegina rufiventris,Diptera,Syrphidae
Aruncus sylvester,Rosaceae,Syrphus ribesii,Diptera,Syrphidae
Aruncus sylvester,Rosaceae,Trachandrena crataegi,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Trachandrena nuda,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Trachandrena oligolege,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Trachandrena spiraeana,Hymenoptera,Andrenidae
Aruncus sylvester,Rosaceae,Trichius affinis,Coleoptera,Scarabaeidae
Aruncus sylvester,Rosaceae,Trichius piger,Coleoptera,Scarabaeidae
Aruncus sylvester,Rosaceae,Typocerus badius,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Typocerus lugubris,Coleoptera,Cerambycidae
Aruncus sylvester,Rosaceae,Valgus canaliculatus,Coleoptera,Scarabaeidae
Aruncus sylvester,Rosaceae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Aruncus sylvester,Rosaceae,Zodion nanellum,Diptera,Conopidae
Ascerates floridana,Asclepiadaceae,Apis mellifera,Hymenoptera,Apidiae
Ascerates floridana,Asclepiadaceae,Bembix nubillipennis,Hymenoptera,Bembicidae
Ascerates floridana,Asclepiadaceae,Bombias scutellaris,Hymenoptera,Bombidae
Ascerates floridana,Asclepiadaceae,Bombias separatus,Hymenoptera,Bombidae
Ascerates floridana,Asclepiadaceae,Cerceris bicornuta,Hymenoptera,Philanthidae
Ascerates floridana,Asclepiadaceae,Cerceris compar,Hymenoptera,Philanthidae
Ascerates floridana,Asclepiadaceae,Chrysophanus thoe,Lepidoptera,Lycaenidae
Ascerates floridana,Asclepiadaceae,Elis 5-cincta,Hymenoptera,Scoliidae
